id,title,author,category,vendor_id,filename,summary,pixi,pre,pre2,pre3,veer,touchpad,touchpad_exclusive,luneos,adult,app_icon,app_icon_big
7349,"The Age of Innocence - Plus","Appible LLC",Books,n41,com.appible.theageofinnocenceaudiotext_1.0.0_all.ipk,"This Plus version of The Age of Innocence includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

In an era before the advent of electric lights, telephones or motor vehicles, there exists a small cluster of aristocratic “old revolutionary stock” families that rule New York’s social life. Under the rules of this",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7349/icon/S/icon1_0_0.png,7349/icon/icon1_0_0.png
7350,"The Age of Reason - Audiobook","Appible LLC",Books,n41,com.appible.theageofreasonaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

    The Age of Reason: Being an Investigation of True and Fabulous Theology, a deistic treatise written by eighteenth-century British radical and American revolutionary Thomas Paine, critiques institutionalized religion and challenges the inerrancy of the Bible. Published in three parts in 1794, 1795, and 1807, it was a bestseller in America, where it caused",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7350/icon/S/icon1_0_0.png,7350/icon/icon1_0_0.png
7109,"The Aliens - Audiobook","Appible LLC",Books,n41,com.appible.thealiensaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

The human race was expanding through the galaxy … and so, they knew, were the Aliens. When two expanding empires meet … war is inevitable. Or is it …? (Summary from Gutenberg text) 

This audiobook uses recordings from Librivox.org, a community of generous volunteers who record public domain works and then publish their recordings in the public",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7109/icon/S/icon1_0_0.png,7109/icon/icon1_0_0.png
7193,"The Aliens - Plus","Appible LLC",Books,n41,com.appible.thealiensaudiotext_1.0.0_all.ipk,"This Plus version of The Aliens includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

The human race was expanding through the galaxy … and so, they knew, were the Aliens. When two expanding empires meet … war is inevitable. Or is it …? (Summary from Gutenberg text) 

This audiobook uses recordings",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7193/icon/S/icon1_0_0.png,7193/icon/icon1_0_0.png
7110,"The Altar of the Dead - Audiobook","Appible LLC",Books,n41,com.appible.thealtarofthedeadaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

    A fable of literally life and death significance, the story explores how the protagonist tries to keep the remembrance of his dead friends, to save them from being forgotten entirely in the rush of everyday events. He meets a woman who shares his ideals, only to find that the past places what seems",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7110/icon/S/icon1_0_0.png,7110/icon/icon1_0_0.png
7271,"The Altar of the Dead - Plus","Appible LLC",Books,n41,com.appible.thealtarofthedeadaudiotext_1.0.0_all.ipk,"This Plus version of The Altar of the Dead includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

    A fable of literally life and death significance, the story explores how the protagonist tries to keep the remembrance of his dead friends, to save them from being forgotten entirely",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7271/icon/S/icon1_0_0.png,7271/icon/icon1_0_0.png
7111,"The American - Audiobook","Appible LLC",Books,n41,com.appible.theamericanaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

One of James’s early novels, The American plunges right in to one of the writer’s most enduring subjects, that of the innocent, or at least inexperienced, American abroad, seeking to come to terms with the social customs and conventions of an old European aristocracy (think of Daisy Miller, Portrait of a Lady, The Wings of the Dove",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7111/icon/S/icon1_0_0.png,7111/icon/icon1_0_0.png
8595,"The American Housewife - Audiobook","Appible LLC",Books,n41,com.appible.theamericanhousewifeaudio_1.0.5_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

This cookbook and reference guide leads the American Housewife through how to make everything from Meat to Common Drinks, as well as helpful tips and tricks for any housewife! Also included in this fine text are sections on Cooking for The Sick, and how to make your own: Essences, Perfumes, Dyes and Soaps. This work also features",Yes,Yes,Yes,Yes,Yes,No,No,No,No,8595/icon/S/icon1_0_5.png,8595/icon/icon1_0_5.png
7351,"The Angel of Terror - Audiobook","Appible LLC",Books,n41,com.appible.theangelofterroraudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

When this was written, literary traditions still decreed beauty to be the outward sign of inner saintliness, whereas evil characters tended to be “ugly as sin.” Jean Briggerland defies these expectations by being every bit as angelically beautiful as she is sociopathic. So lovely that all around her are blinded to her guilt no matter how blatant",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7351/icon/S/icon1_0_0.png,7351/icon/icon1_0_0.png
7352,"The Angel of Terror - Plus","Appible LLC",Books,n41,com.appible.theangelofterroraudiotext_1.0.0_all.ipk,"This Plus version of The Angel of Terror includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

When this was written, literary traditions still decreed beauty to be the outward sign of inner saintliness, whereas evil characters tended to be “ugly as sin.” Jean Briggerland defies these expectations by being every bit",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7352/icon/S/icon1_0_0.png,7352/icon/icon1_0_0.png
7353,"The Apology of Socrates - Audiobook","Appible LLC",Books,n41,com.appible.theapologyofsocratesaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Plato’s account of Socrates’ defense at his trial for “corrupting the youth” is a classic summation of his teacher’s life and mission, centered in Socrates’ most famous line, “The unexamined life is not worth living.” (Summary by FrZeile) 

This audiobook uses recordings from Librivox.org, a community of generous volunteers who record public domain works and then publish",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7353/icon/S/icon1_0_0.png,7353/icon/icon1_0_0.png
7975,"The Arabian Art of Taming and Training Wild and Vicious Horses  - Audiobook","Appible LLC",Books,n41,com.appible.thearabianartoftamingandtrainingwildandvicioushorsesaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Back in the day before automobiles, a good horse trainer and veterinarian was the equivalent of “Mr Goodwrench”. A badly behaving or unhealthy equine was equivalent to breaking down on the highway or running out of gas on a lonely stretch of highway somewhere in Utah. My sources tell me that most of the training methods are",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7975/icon/S/icon1_0_0.png,7975/icon/icon1_0_0.png
8016,"The Arabian Art of Taming and Training Wild and Vicious Horses  - Plus","Appible LLC",Books,n41,com.appible.thearabianartoftamingandtrainingwildandvicioushorsesaudiotext_1.0.0_all.ipk,"This Plus version of The Arabian Art of Taming and Training Wild and Vicious Horses  includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Back in the day before automobiles, a good horse trainer and veterinarian was the equivalent of “Mr Goodwrench”. A badly behaving or unhealthy equine was equivalent to",Yes,Yes,Yes,Yes,Yes,No,No,No,No,8016/icon/S/icon1_0_0.png,8016/icon/icon1_0_0.png
863,"The Archies",Dijit,Music,55956,com.dijit.thearchies_2.0.2_all.ipk,"“The Archies is a fictional band from the animated television program “The Archie Show”, which was developed from Archie comic books in the late 60s and early 70s. Enjoy three of their feel-good",Yes,Yes,Yes,Yes,Yes,No,No,No,No,863/icon/S/small_icon.png,863/icon/small_icon.png
8596,"The Art of Public Speaking - Audiobook","Appible LLC",Books,n41,com.appible.theartofpublicspeakingaudio_1.0.5_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

    The Art of Public Speaking  by Dale Carnagay (aka Carnegie) and Joseph B. Esenwein is a manual for people who have to speak in public, and it is still in use today. Whether the occasion in question is sharing travel experiences with friends, a toast for newly-weds, or a public debate, the",Yes,Yes,Yes,Yes,Yes,No,No,No,No,8596/icon/S/icon1_0_5.png,8596/icon/icon1_0_5.png
1934,"The Art of War","Appible LLC",Books,n41,com.appible.theartofwar_1.5.4_all.ipk,"Considered the oldest military treatise in the world, ""The Art of War"" has been a major influence in the development of military tactics across the globe. Each chapter includes a unique aspect of warfare and is still used as one of the basic military references worldwide.",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,1934/icon/S/artofwar48.png,1934/icon/artofwar48.png
7354,"The Art Of War - Audiobook","Appible LLC",Books,n41,com.appible.theartofwaraudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

The Art of War is a Chinese military treatise written during the 6th century BC by Sun Tzu. Composed of 13 chapters, each of which is devoted to one aspect of warfare, it has long been praised as the definitive work on military strategies and tactics of its time. Translated by Lionel Giles. (From Wikipedia.)

This audiobook uses",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7354/icon/S/icon1_0_0.png,7354/icon/icon1_0_0.png
7194,"The Art Of War - Plus","Appible LLC",Books,n41,com.appible.theartofwaraudiotext_1.0.0_all.ipk,"This Plus version of The Art Of War includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

The Art of War is a Chinese military treatise written during the 6th century BC by Sun Tzu. Composed of 13 chapters, each of which is devoted to one aspect of warfare, it has long",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,7194/icon/S/icon1_0_0.png,7194/icon/icon1_0_0.png
7112,"The Aspern Papers - Audiobook","Appible LLC",Books,n41,com.appible.theaspernpapersaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

One of James’s favorite short novels, the Aspern Papers tells of the efforts of the nameless narrator to procure the papers of a famous, but now dead, American poet. His attempts to secure them from the poet’s former lover and her niece, now recluses in Venice, are stymied both by them, and by his own mistakes in",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7112/icon/S/icon1_0_0.png,7112/icon/icon1_0_0.png
7355,"The Aspern Papers - Plus","Appible LLC",Books,n41,com.appible.theaspernpapersaudiotext_1.0.0_all.ipk,"This Plus version of The Aspern Papers includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

One of James’s favorite short novels, the Aspern Papers tells of the efforts of the nameless narrator to procure the papers of a famous, but now dead, American poet. His attempts to secure them from the",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7355/icon/S/icon1_0_0.png,7355/icon/icon1_0_0.png
8017,"The Atomic Bombings of Hiroshima  - Audiobook","Appible LLC",Books,n41,com.appible.theatomicbombingsofhiroshimaaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

This is the official report, published nearly 11 months after the first and only atomic bombings in history (to date), of a group of military physicians and engineers who accompanied the initial contingent of U.S. soldiers into the destroyed cities of Hiroshima and Nagasaki. The report presents a clinical description of the devastation, loss of life and",Yes,Yes,Yes,Yes,Yes,No,No,No,No,8017/icon/S/icon1_0_0.png,8017/icon/icon1_0_0.png
3792,"The Autobiography of Charles Darwin",AppBookShop,Books,103555,com.appbookshop.autobiographyofcharlesdarwin_1.0.0_all.ipk,"Published in 1887 five years after his death, The Autobiography of Charles Darwin was written under the title Recollections of the Development of my Mind and Character by Darwin for his family. His so",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3792/icon/S/icon48.png,3792/icon/icon48.png
7397,"The Awakening - Audiobook","Appible LLC",Books,n41,com.appible.theawakeningaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Kate Chopin's 1899 novella The Awakening is about the personal, sexual, and artistic awakening of a young wife and mother, Edna Pontellier. While on vacation at Grand Isle, an island in the Gulf of Mexico, Edna befriends the talented pianist Mlle. Reisz and the sympathetic Robert Lebrun, both of whom will influence her startling life choices. Chopin's",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7397/icon/S/icon1_0_0.png,7397/icon/icon1_0_0.png
7113,"The Awakening - Plus","Appible LLC",Books,n41,com.appible.theawakeningaudiotext_1.0.0_all.ipk,"This Plus version of The Awakening includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Kate Chopin's 1899 novella The Awakening is about the personal, sexual, and artistic awakening of a young wife and mother, Edna Pontellier. While on vacation at Grand Isle, an island in the Gulf of Mexico, Edna befriends",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7113/icon/S/icon1_0_0.png,7113/icon/icon1_0_0.png
7835,"The Bacchae - Audiobook","Appible LLC",Books,n41,com.appible.thebacchaeaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

This tragedy is based on the mythological story of King Pentheus of Thebes and his mother Agave, and their punishment by the god Dionysus (who is Pentheus' cousin) for refusing to worship him. (Summary by Wikipedia)

Cast:

Dionysus: mb
Cadmus: Bruce Pirie
Pentheus: Algy Pug
Agave: Roseanne Schmidt
Teiresias: Matthew Reece
Soldier: John Fricker
Messenger: Dale Burgess
Chorus/Narrator: Elizabeth Klett 

This audiobook uses recordings from Librivox.org,",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7835/icon/S/icon1_0_0.png,7835/icon/icon1_0_0.png
8597,"The Ball and the Cross - Audiobook","Appible LLC",Books,n41,com.appible.theballandthecrossaudio_1.0.5_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

The Ball and the Cross is G. K. Chesterton's third novel. In the introduction Martin Gardner notes that it is a ""mixture of fantasy, farce and theology."" Gardner continues: ""Evan MacIan is a tall, dark-haired, blue-eyed Scottish Highlander and a devout Roman Catholic.... James Turnbull is a short, red-haired, gray-eyed Scottish Lowlander and a devout but naive",Yes,Yes,Yes,Yes,Yes,No,No,No,No,8597/icon/S/icon1_0_5.png,8597/icon/icon1_0_5.png
8598,"The Bat - Audiobook","Appible LLC",Books,n41,com.appible.thebataudio_1.0.5_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

The novelization of the play of the same name that had an initial run of 867 shows on Broadway and has been performed all over the world and been made into three movies over a span from 1926 to 1959. An intricate mystery, with a wide cast of characters. (Summary by Alan Winterrowd)

This audiobook uses recordings from",Yes,Yes,Yes,Yes,Yes,No,No,No,No,8598/icon/S/icon1_0_5.png,8598/icon/icon1_0_5.png
7114,"The Battle of Life - Audiobook","Appible LLC",Books,n41,com.appible.thebattleoflifeaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

While ""The Battle of Life"" is one of Charles Dickens' Christmas Books - his annual release of a story just before Christmas - this one breaks the tradition by not being concerned with Christmas. Rather, its subtitle, ""A Love Story"", reveals more of the plot.

The major events of this book take place on land that once was",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7114/icon/S/icon1_0_0.png,7114/icon/icon1_0_0.png
7272,"The Battle of Life - Plus","Appible LLC",Books,n41,com.appible.thebattleoflifeaudiotext_1.0.0_all.ipk,"This Plus version of The Battle of Life includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

While ""The Battle of Life"" is one of Charles Dickens' Christmas Books - his annual release of a story just before Christmas - this one breaks the tradition by not being concerned with Christmas. Rather,",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7272/icon/S/icon1_0_0.png,7272/icon/icon1_0_0.png
10163,"The Beach","Lunchtime Studios, LLC",Lifestyle,128370,com.lunchtimestudios.app.isandbeachhd_1.4.2_all.ipk,"Can't get to the beach? Bring The Beach to you! 

Isn't it about time you could visit the beach from your office, home, or when running that errand you'd really rather not? The Beach experience is f",No,No,No,No,No,Yes,Yes,No,No,10163/icon/S/icon_1_4_2.png,10163/icon/icon_1_4_2.png
7356,"The Beautiful and Damned - Audiobook","Appible LLC",Books,n41,com.appible.thebeautifulanddamnedaudio_1.0.0_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

It tells the story of Anthony Patch (a 1920s socialite and presumptive heir to a tycoon’s fortune), the relationship with his wife Gloria, his service in the army, and alcoholism. (Summary from Wikipedia)

This audiobook uses recordings from Librivox.org, a community of generous volunteers who record public domain works and then publish their recordings in the public domain.",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7356/icon/S/icon1_0_0.png,7356/icon/icon1_0_0.png
7357,"The Beautiful and Damned - Plus","Appible LLC",Books,n41,com.appible.thebeautifulanddamnedaudiotext_1.0.0_all.ipk,"This Plus version of The Beautiful and Damned includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

It tells the story of Anthony Patch (a 1920s socialite and presumptive heir to a tycoon’s fortune), the relationship with his wife Gloria, his service in the army, and alcoholism. (Summary from Wikipedia)

This audiobook uses",Yes,Yes,Yes,Yes,Yes,No,No,No,No,7357/icon/S/icon1_0_0.png,7357/icon/icon1_0_0.png
3550,"The Beginner's Guide to Bird Watching",AppBookShop,Books,103555,com.appbookshop.birdwatching_1.0.0_all.ipk,"There is nothing more majestic than watching a rare bird take flight over a breathtaking landscape. Bird watching is an fun and fulfilling pastime that is highly underrated. People assume that it simp",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3550/icon/S/icon48.png,3550/icon/icon48.png
4439,"The Beginner's Guide To Bowling",AppBookShop.com,Books,103555,com.appbookshop.epub.thebeginnersguidetobowling_1.0.0_all.ipk,"Bowling is an indoor game practiced by players all over the world.  This is the guide for beginners who are new to the game and want to learn the basic rules and tactics of bowling. This book will let",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4439/icon/S/palm-48x48.png,4439/icon/palm-48x48.png
4432,"The Beginner's Guide To Fishing",AppBookShop.com,Books,103555,com.appbookshop.epub.thebeginnersguidetofishing_1.0.0_all.ipk,"Fishing is very popular all over the world, and it can be made all ore fun and safe by adapting some fishing rules. All the fishing gear should be checked and up to dated. There are different types of",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4432/icon/S/palm-48x48.png,4432/icon/palm-48x48.png
3857,"The Beginner's Guide to Horse Training",AppBookShop,Books,103555,com.appbookshop.horsetraining_1.0.0_all.ipk,"Horses are beautiful creatures. The way they move and the shine of their coat gives them a certain majesty not found in other mammals. With that majesty comes great power and responsibility and horses",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,3857/icon/S/icon48.png,3857/icon/icon48.png
4453,"The Beginner's Guide To Hunting",AppBookShop.com,Books,103555,com.appbookshop.epub.thebeginnersguidetohunting_1.0.0_all.ipk,"A Beginner’s Guide to Hunting details  all the important steps that should be taken before you set off for the hunt. A brief description of what hunting is and its background is provided to give a bet",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4453/icon/S/palm-48x48.png,4453/icon/palm-48x48.png
4536,"The Beginner’s Guide to Astrology",AppBookShop.com,Books,103555,com.appbookshop.epub.thebeginnersguidetoastrology_1.0.0_all.ipk,"The Beginners Guide to Astrology is all you need to introduce you to the world of astrological horoscopes.  If you’ve ever wondered how to read your own horoscope and build your own birth chart, this",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,4536/icon/S/palm-48x48.png,4536/icon/palm-48x48.png
5369,"The Beginners Astronomy Handbook",AppBookShop.com,Books,103555,com.appbookshop.epub.thebeginnersastronomyhandbook_1.0.0_all.ipk,"There is a lot of exciting stuff going on in the stars above us that make astronomy so much fun.  The truth is the universe is a constantly changing, moving, some would say ‘living thing’ because you",Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,5369/icon/S/icon_1_0_0.png,5369/icon/icon_1_0_0.png
8100,"The Bells of San Juan - Audiobook","Appible LLC",Books,n41,com.appible.thebellsofsanjuanaudio_1.0.5_all.ipk,"In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Rod Norton is a lawman in a land where bandits and criminals make their own rules. Risking his life for justice and a future with the woman he loves, mortal danger awaits. For Norton and those in peril, the Bells of San Juan will chime. (Summary by Betty M.)

This audiobook uses recordings from Librivox.org, a community of",Yes,Yes,Yes,Yes,Yes,No,No,No,No,8100/icon/S/icon1_0_5.png,8100/icon/icon1_0_5.png
8101,"The Bells of San Juan - Plus","Appible LLC",Books,n41,com.appible.thebellsofsanjuanaudiotext_1.0.5_all.ipk,"This Plus version of The Bells of San Juan includes both audio and text so you can follow along or read without the audio.

In this app you can download & store chapters for listening without an internet connection, perhaps on your next flight or road trip. These audiobooks are great for your commute, long trips, hours at the gym or to just listen while washing the dishes.

Rod Norton is a lawman in a land where bandits and criminals make their own rules. Risking his life for justice and a future with the woman he loves, mortal danger awaits. For Norton",Yes,Yes,Yes,Yes,Yes,No,No,No,No,8101/icon/S/icon1_0_5.png,8101/icon/icon1_0_5.png
1000043,"The Berenstain Bears and a Job Well Done","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookjobwelldone_1.0.0_all.ipk,"""Whatever your hand finds to do, do it with all your might"" —Ecclesiastes 9:10

It's spring cleaning time and Brother, Sister and Honey Bear are given the task of cleaning the family tree house. But i",No,No,No,No,No,Yes,Yes,No,No,1000043/icon/S/icon_1_0_0.png,1000043/icon/icon_1_0_0.png
10958,"The Berenstain Bears and the Golden Rule","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbgoldenrule_1.0.0_all.ipk,"""Do to others what you would have them do to you."" —Matthew 7:12

Should Sister Bear ignore the new girl at school just because her friends do? ""The Berenstain Bears and the Golden Rule"" shows childre",No,No,No,No,No,Yes,Yes,No,No,10958/icon/S/icon_1_0_0.png,10958/icon/icon_1_0_0.png
1000033,"The Berenstain Bears Faithful Friends","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbfaithfulfriends_1.0.0_all.ipk,"""Do not forsake your friend."" —Proverbs 27:10

In ""The Berenstain Bears Faithful Friends,"" Sister Bear plays with a new friend and finds out her old friend is jealous of her new relationship. Through",No,No,No,No,No,Yes,Yes,No,No,1000033/icon/S/icon_1_0_0.png,1000033/icon/icon_1_0_0.png
10976,"The Berenstain Bears Give Thanks","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbgivethanks_1.0.0_all.ipk,"Join the Bear cubs as they act out the first Thanksgiving, complete with costumes, props and a full Thanksgiving feast. But will Sister Bear’s pet turkey play the part of dinner? The beloved Bears tea",No,No,No,No,No,Yes,Yes,No,No,10976/icon/S/icon_1_0_0.png,10976/icon/icon_1_0_0.png
10959,"The Berenstain Bears Go to Sunday School","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbgotosundayschool_1.0.0_all.ipk,"When Mama Bear decides it’s been too long since they’ve attended church at the Chapel in the Woods, the Bear family works to get back in the habit. It isn’t long before the family remembers what a won",No,No,No,No,No,Yes,Yes,No,No,10959/icon/S/icon_1_0_0.png,10959/icon/icon_1_0_0.png
1000040,"The Berenstain Bears Hurry to Help","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbhurrytohelp_1.0.0_all.ipk,"""The Berenstain Bears Hurry to Help"" is now available as an omBook for your HP TouchPad.

""Each of you should look not only to your own interests but also to the interests of others."" —Philippians 2:4",No,No,No,No,No,Yes,Yes,No,No,1000040/icon/S/icon_1_0_0.png,1000040/icon/icon_1_0_0.png
1000032,"The Berenstain Bears Learn to Share","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbblearntoshare_1.0.0_all.ipk,"""For God loves a cheerful giver."" —2 Corinthians 9:7

What's more fun than spending alone time? Spending time with friends and family! In ""The Berenstain Bears Learn to Share"" Sister Bear discovers an",No,No,No,No,No,Yes,Yes,No,No,1000032/icon/S/icon_1_0_0.png,1000032/icon/icon_1_0_0.png
1000041,"The Berenstain Bears Play a Good Game","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbplaygoodgame_1.0.0_all.ipk,"""Let your light shine before men, that they may see your good deeds and praise your Father in heaven."" —Matthew 5:16

Brother and Sister Bear play soccer with their own Papa Bear as the coach of their",No,No,No,No,No,Yes,Yes,No,No,1000041/icon/S/icon_1_0_0.png,1000041/icon/icon_1_0_0.png
1000029,"The Berenstain Bears Say Their Prayers","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbsaytheirprayers_1.0.0_all.ipk,"""Ask and it will be given to you; seek and you will find; knock and the door will be opened to you"" —Matthew 7:7

Although saying bedtime prayers is a habit in the Bear household, Brother Bear isn’t s",No,No,No,No,No,Yes,Yes,No,No,1000029/icon/S/icon_1_0_0.png,1000029/icon/icon_1_0_0.png
1000030,"The Berenstain Bears: God Loves You!","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbgodlovesyou_1.0.0_all.ipk,"""The Berenstain Bears: God Loves You!"" is now available as an omBook for your HP TouchPad.

★ ""I wholeheartedly recommend the Berenstain Bears e-book apps"" - CNET 
★ ""Parents and kids are sure to enjo",No,No,No,No,No,Yes,Yes,No,No,1000030/icon/S/icon_1_0_0.png,1000030/icon/icon_1_0_0.png
10975,"The Berenstain Bears' Christmas Tree","Oceanhouse Media, Inc.",Books,145076,com.oceanhousemedia.bookbbchristmastree_1.0.0_all.ipk,"In ""The Berenstain Bears' Christmas Tree,"" finding the perfect tree is very important for Papa Bear and his cubs. While hunting for that one special tree the family meets up with the animals that live",No,No,No,No,No,Yes,Yes,No,No,10975/icon/S/icon_1_0_0.png,10975/icon/icon_1_0_0.png
